Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","1991","1991","millions","75","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","1992","1992","millions","252","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","1993","1993","millions","532","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","1994","1994","millions","974","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","1995","1995","millions","2151","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","1996","1996","millions","2525","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","1997","1997","millions","3619","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","1998","1998","millions","2633","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","1999","1999","millions","2168","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2000","2000","millions","3587.989747","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2001","2001","millions","5477.637624","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2002","2002","millions","5629.671078","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2003","2003","millions","4321.076437","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2004","2004","millions","5777.8072","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2005","2005","millions","7621.768707","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2006","2006","millions","20327.763922","X","Figure from international organizations","UNCTAD"
